title,name,medium,country,accessionyear,link,tag,wikidata
Doorknocker,,"Bronze, iron (hammer and suspension loop)",,1982,https://www.metmuseum.org/art/collection/search/207017,"[{'term': 'Monsters', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300412118', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q276453'}]",https://www.wikidata.org/wiki/Q116307601
Satyr,Antico (Pier Jacopo Alari Bonacolsi),"Bronze, with remains of dark brown lacquer",,1982,https://www.metmuseum.org/art/collection/search/206996,"[{'term': 'Satyrs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379732', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q163709'}]",https://www.wikidata.org/wiki/Q116307733
"Three Poems from the Collection of Poems Ancient and Modern (Kokin wakashū), one of the Araki Fragments (Araki-gire)",Fujiwara no Yukinari (Kōzei),Page from a booklet mounted as a hanging scroll; ink on paper,,2015,https://www.metmuseum.org/art/collection/search/53172,"[{'term': 'Poetry', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300055931', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q482'}]",https://www.wikidata.org/wiki/Q78761438
The Rest on the Flight into Egypt,Gerard David,Oil on wood,,1949,https://www.metmuseum.org/art/collection/search/436101,"[{'term': 'Virgin Mary', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000032', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q345'}, {'term': 'Jesus', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000087', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q302'}, {'term': 'Nursing', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379905', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q174876'}, {'term': 'Madonna and Child', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000052', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9309699'}]",https://www.wikidata.org/wiki/Q19911632
The Conquest of Naples by Charles of Durazzo,Master of Charles of Durazzo,"Tempera on wood, embossed and gilt ornament",,1907,https://www.metmuseum.org/art/collection/search/437001,"[{'term': 'Horses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250148', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q726'}, {'term': 'Battles', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300185692', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q178561'}, {'term': 'Army', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300137542', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q37726'}, {'term': 'Kings', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025481', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q12097'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Flags', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300195678', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q14660'}]",https://www.wikidata.org/wiki/Q19911786
Rothschild lamp,"Andrea Briosco, called Riccio","Bronze, on a later wood base",,2008,https://www.metmuseum.org/art/collection/search/236643,"[{'term': 'Grotesques', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300010211', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q218248'}, {'term': 'Putti', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250465', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q284865'}, {'term': 'Rams', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250287', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2929800'}]",https://www.wikidata.org/wiki/Q29383699
Jhyālī,,Brass,Nepal,1986,https://www.metmuseum.org/art/collection/search/503279,,
Beaker,Paul Solanier,Gilded silver,,1933,https://www.metmuseum.org/art/collection/search/197434,,
Ball gown,House of Balenciaga,"silk, steel",,1958,https://www.metmuseum.org/art/collection/search/81102,,https://www.wikidata.org/wiki/Q68352096
Evening dress,Madame Grès (Germaine Émilie Krebs),silk,,1956,https://www.metmuseum.org/art/collection/search/83294,,
Sprite,Donatello,"High-copper alloy, fire-gilt, brown natural patina where exposed",,1983,https://www.metmuseum.org/art/collection/search/207394,,https://www.wikidata.org/wiki/Q29383657
Diptych with the Virgin and Child and the Crucifixion,,Elephant ivory with metal mounts,"Germany, possibly Mainz",1971,https://www.metmuseum.org/art/collection/search/471980,"[{'term': 'Angels', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379004', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q235113'}, {'term': 'Madonna and Child', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000052', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9309699'}, {'term': 'Crucifixion', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300404300', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3235597'}]",https://www.wikidata.org/wiki/Q116411212
The Genius of Sculpture sustained by Study,Pierre Biard II,Etching,,1985,https://www.metmuseum.org/art/collection/search/822499,,
Snuffbox with Pastoral Scenes,,Gold and enamel,,1975,https://www.metmuseum.org/art/collection/search/460913,"[{'term': 'Boys', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300247598', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3010'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Shepherds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025617', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q81710'}]",https://www.wikidata.org/wiki/Q20184795
Box with lid “Black and Red”,Gan Erke,Marbled lacquer (xipi) with gold foils,,2021,https://www.metmuseum.org/art/collection/search/838928,,
Fortuna,Giambologna,Bronze,,1924,https://www.metmuseum.org/art/collection/search/195180,"[{'term': 'Female Nudes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300189568', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q40446'}]",https://www.wikidata.org/wiki/Q116310591
Flowers in a Grotesque Vase,Orsola Maddalena Caccia,Oil on canvas,,2020,https://www.metmuseum.org/art/collection/search/816522,"[{'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}, {'term': 'Vases', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132254', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q191851'}, {'term': 'Peaches', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266272', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q13202263'}, {'term': 'Tulips', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379705', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q30345409'}, {'term': 'Still Life', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015638', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q170571'}]",https://www.wikidata.org/wiki/Q111272635
"Panel with Rosebush, Birds, and Deer Pattern",,"Silk, silver and gilded metal wrapped thread; compound twill weave, brocaded",Iran,1949,https://www.metmuseum.org/art/collection/search/450991,"[{'term': 'Roses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266246', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q102231'}, {'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}, {'term': 'Deer', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250308', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q685795'}]",
Virgin and Child with Saint Anne,Albrecht Dürer,Oil on linden,,1914,https://www.metmuseum.org/art/collection/search/436244,"[{'term': 'Madonna and Child', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000052', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9309699'}, {'term': 'Saint Anne', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901001010', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q164294'}]",https://www.wikidata.org/wiki/Q3948737
"Portrait of a Woman, Said to Be Princess Apraxine",Continental Painter,Ivory,,1962,https://www.metmuseum.org/art/collection/search/435933,"[{'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}]",https://www.wikidata.org/wiki/Q19913972
Evening dress,Weeks,"silk, linen",,2009,https://www.metmuseum.org/art/collection/search/157288,,
Dress,,"silk, metallic",,1953,https://www.metmuseum.org/art/collection/search/83084,,https://www.wikidata.org/wiki/Q100706190
Equivalent No. 314,Alfred Stieglitz,Gelatin silver print,,1987,https://www.metmuseum.org/art/collection/search/265529,"[{'term': 'Clouds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300343840', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8074'}]",
Walking dress,,silk,,1977,https://www.metmuseum.org/art/collection/search/83083,,
Bowl “Deer-Antler Sand”,Gan Erke,"Marbled lacquer (xipi) with gold foils, gold rim",,2021,https://www.metmuseum.org/art/collection/search/838927,,
Bowl “Red Gold”,Gan Erke,"Marbled lacquer (xipi) with gold foils, gold rim",,2021,https://www.metmuseum.org/art/collection/search/838926,,
Vase “Tang Flow”,Gan Erke,Marbled lacquer (xipi) with gold foils,,2021,https://www.metmuseum.org/art/collection/search/838929,,
Ensemble,House of Chanel,"silk, wool",,1984,https://www.metmuseum.org/art/collection/search/81483,"[{'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}]",https://www.wikidata.org/wiki/Q83562840
,,,,,,,
Portrait of a Sufi,,"Ink, opaque watercolor, and gold on paper",India,1957,https://www.metmuseum.org/art/collection/search/451401,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}]",
Toaster,Richard Hamilton,"Offset lithograph in four colors, screenprinted from four stencils with collages metalized polyester",,1979,https://www.metmuseum.org/art/collection/search/394659,,
Ensemble,,"(a, b) cotton
(c) wool",,1960,https://www.metmuseum.org/art/collection/search/94439,,
,,,,,,,
Bo (鈸 ),,Bronze (copper and tin alloy),China,1889,https://www.metmuseum.org/art/collection/search/500589,,
Equilibrio,Carmen Herrera,Acrylic on canvas,,2019,https://www.metmuseum.org/art/collection/search/725932,,https://www.wikidata.org/wiki/Q105811473
,,,,,,,
Dress,Claire McCardell,rayon,,1997,https://www.metmuseum.org/art/collection/search/79573,,https://www.wikidata.org/wiki/Q83562790
Artificial Rock #10,Zhan Wang,Stainless steel,,2006,https://www.metmuseum.org/art/collection/search/73294,,
,,,,,,,
Equivalent,Alfred Stieglitz,Gelatin silver print,,1949,https://www.metmuseum.org/art/collection/search/269404,"[{'term': 'Clouds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300343840', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8074'}]",
Coexistencia (Coexistence),Donna Conlon,"Single-channel digital video, color, sound, 5 min., 26 sec.",,2017,https://www.metmuseum.org/art/collection/search/755083,,
Moses Telling the Israelites to Gather the Manna and Moses Striking the Rock,Giulio Bonasone,Engraving,,2012,https://www.metmuseum.org/art/collection/search/412502,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Moses', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000167', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9077'}, {'term': 'Manna', 'AAT_URL': None, 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q241156'}]",
"The Roman Catholic Chapel, Lincoln's Inn Fields",Thomas Rowlandson,Hand-colored etching and aquatint,,1917,https://www.metmuseum.org/art/collection/search/744270,"[{'term': 'Interiors', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300391239', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2998430'}, {'term': 'Chapels', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300004590', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q108325'}]",
Vase,Sèvres Manufactory,Hard-paste porcelain,,1989,https://www.metmuseum.org/art/collection/search/207799,"[{'term': 'Snails', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300249702', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q308841'}]",https://www.wikidata.org/wiki/Q116400721
Dying Magdalen Sustained by Angels,Claude Mellan,Engraving; third state of three (BN),,1945,https://www.metmuseum.org/art/collection/search/395242,,
"Francesco I d'Este Sustains Himself While on His War Campaign, from ""L'Idea di un Principe ed Eroe Cristiano in Francesco I d'Este, di Modena e Reggio Duca VIII [...]""",Bartolomeo Fenice (Fénis),Etching,Italy,1959,https://www.metmuseum.org/art/collection/search/427045,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Dining', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379052', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q661199'}]",
Card table,,"Carved walnut frame; pine top with marquetry of walnut, figured walnut, boxwood, alder burl, birch, olive wood, plum, padauk wood, yew, green-stained poplar, and other marquetry woods; lined with modern velvet; iron fittings",,1974,https://www.metmuseum.org/art/collection/search/205741,,https://www.wikidata.org/wiki/Q116242564
The Flagellation,Master of the Berswordt Altar,"Oil, egg(?), and gold on plywood, transferred from wood",,2001,https://www.metmuseum.org/art/collection/search/438466,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Christ', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000087', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q642420'}, {'term': 'Flagellation', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300404328', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2033105'}]",https://www.wikidata.org/wiki/Q19911589
A River in a Meadow,Théodore Rousseau,Oil on wood,,1925,https://www.metmuseum.org/art/collection/search/437518,"[{'term': 'Cows', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250120', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q830'}, {'term': 'Rivers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008707', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q4022'}, {'term': 'Landscapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132294', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q191163'}]",https://www.wikidata.org/wiki/Q19912910
The Crucifixion,Master of the Berswordt Altar,"Oil, egg(?), and gold on plywood, transferred from wood",,1943,https://www.metmuseum.org/art/collection/search/436997,"[{'term': 'Christ', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000087', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q642420'}, {'term': 'Mary Magdalene', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000161', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q63070'}, {'term': 'Saint John the Evangelist', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901001171', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q328804'}, {'term': 'Virgin Mary', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000032', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q345'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Crucifixion', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300404300', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3235597'}]",https://www.wikidata.org/wiki/Q19911673
Portrait of a Man,Johann Esaias Nilson,Ivory,,1895,https://www.metmuseum.org/art/collection/search/437224,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}]",https://www.wikidata.org/wiki/Q19913852
Wrist rest decorated with long beans,Jin Xiya,Bamboo with intaglio carving rubbed with ink,,2020,https://www.metmuseum.org/art/collection/search/839222,,
Curtain,Associated Artists,"Silk, woven",United States,,https://www.metmuseum.org/art/collection/search/14038,,
Wrist rest decorated with long beans,Jin Xiya,Bamboo carved in relief,,2020,https://www.metmuseum.org/art/collection/search/839223,,https://www.wikidata.org/wiki/Q116445477
Wrist rest decorated with bamboo,Jin Xiya,Bamboo with intaglio carving,,2020,https://www.metmuseum.org/art/collection/search/839220,,https://www.wikidata.org/wiki/Q116445476
Mask (Kifwebe),,"Wood, pigment",Democratic Republic of the Congo,1978,https://www.metmuseum.org/art/collection/search/310919,"[{'term': 'Faces', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300251798', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q37017'}, {'term': 'Ceremonial Objects', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300234117', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q56627913'}]",
"Woodcutters at Park Place, Henley, the river Thames beyond",William Havell,"Graphite, watercolor and gouache (bodycolor) with gum arabic and scratching out",,2012,https://www.metmuseum.org/art/collection/search/399141,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Forests', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300387598', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q4421'}, {'term': 'Working', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300412186', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q6958747'}]",
,,,,,,,
,,,,,,,
,,,,,,,
Stand for a Tenmoku Teabowl,,Wood with red over black lacquer; Negoro ware,,2019,https://www.metmuseum.org/art/collection/search/40277,,
"[Recreations of the Fall of the Paris Commune, titled ""Crimes de la Commune""]",Ernest Eugène Appert,Albumen silver prints from glass negatives,,2012,https://www.metmuseum.org/art/collection/search/302505,"[{'term': 'Paris', 'AAT_URL': 'http://vocab.getty.edu/page/tgn/7008038', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q90'}, {'term': 'Wars', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300055314', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q198'}, {'term': 'Soldiers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300185678', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q4991371'}, {'term': 'Firearms', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300037148', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q12796'}, {'term': 'Execution', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300069680', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3966286'}]",
Mask (Kifwebe),,"Wood, pigment",Democratic Republic of the Congo,1979,https://www.metmuseum.org/art/collection/search/312287,"[{'term': 'Faces', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300251798', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q37017'}]",
"Prison des Chantiers, le 15 août 1871, Versailles",Ernest Eugène Appert,Albumen silver print from glass negative,,2012,https://www.metmuseum.org/art/collection/search/702001,"[{'term': 'Wars', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300055314', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q198'}, {'term': 'Soldiers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300185678', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q4991371'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}]",
"Exécution des otages, prison de la Roquette, le 24 mai 1871",Ernest Eugène Appert,Albumen silver print from glass negative,,2012,https://www.metmuseum.org/art/collection/search/702000,"[{'term': 'Wars', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300055314', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q198'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Execution', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300069680', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3966286'}]",
"Calendar page, May 1927",Rudolph Ruzicka,Typographic materials,,1927,https://www.metmuseum.org/art/collection/search/849866,"[{'term': 'Horses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250148', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q726'}]",
