title,name,medium,country,accessionyear,link,tag,wikidata
The Abolitionists in the Park,Nicole Eisenman,Oil on canvas,,2022,https://www.metmuseum.org/art/collection/search/875741,,https://www.wikidata.org/wiki/Q116445658
Chamber Organ,Thomas Chapman,Various materials,United Kingdom,1889,https://www.metmuseum.org/art/collection/search/502327,,
Deep Roots,Syd Carpenter,Earthenware,,2020,https://www.metmuseum.org/art/collection/search/828118,,
The Crucifixion with Donors and Saints Peter and Margaret of Antioch,Cornelis Engebrechtsz,Oil on wood,,1888,https://www.metmuseum.org/art/collection/search/436271,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Saint Peter', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000056', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q33923'}, {'term': 'Crucifixion', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300404300', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3235597'}]",https://www.wikidata.org/wiki/Q19912208
Majnun in the Wilderness,,"Ink, transparent watercolor, and gold on paper",Iran,1945,https://www.metmuseum.org/art/collection/search/450588,"[{'term': 'Deer', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250308', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q685795'}, {'term': 'Rabbits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250218', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9394'}, {'term': 'Foxes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266520', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8331'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}]",
The Bay of Naples,Auguste Renoir,Oil on canvas,,1956,https://www.metmuseum.org/art/collection/search/437427,"[{'term': 'Seas', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008694', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q165'}, {'term': 'Mountains', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008795', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8502'}, {'term': 'Boats', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300178749', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q35872'}]",https://www.wikidata.org/wiki/Q19912270
"Aeronautic Experiment Made at Versailles on September 19, 1783","Anonymous, German, 18th century","Etching, hand-colored",,1962,https://www.metmuseum.org/art/collection/search/361968,,
,Ernest Eugène Appert,Albumen silver print from glass negative,,2012,https://www.metmuseum.org/art/collection/search/702004,,
,Ernest Eugène Appert,Albumen silver print from glass negative,,2012,https://www.metmuseum.org/art/collection/search/701991,,
,Ernest Eugène Appert,Albumen silver print from glass negative,,2012,https://www.metmuseum.org/art/collection/search/701999,,
,Ernest Eugène Appert,Albumen silver print from glass negative,,2012,https://www.metmuseum.org/art/collection/search/701995,,
,Ernest Eugène Appert,Albumen silver print from glass negative,,2012,https://www.metmuseum.org/art/collection/search/701996,,
,Ernest Eugène Appert,Albumen silver print from glass negative,,2012,https://www.metmuseum.org/art/collection/search/701998,,
,Ernest Eugène Appert,Albumen silver print from glass negative,,2012,https://www.metmuseum.org/art/collection/search/702002,,
,Ernest Eugène Appert,Albumen silver print from glass negative,,2012,https://www.metmuseum.org/art/collection/search/701992,,
,Ernest Eugène Appert,Albumen silver print from glass negative,,2012,https://www.metmuseum.org/art/collection/search/702003,,
,Ernest Eugène Appert,Albumen silver print from glass negative,,2012,https://www.metmuseum.org/art/collection/search/701994,,
Pear-shaped ornament design with Diana in a small temple and grotesque motifs on a black ground,Etienne Delaune,Engraving: first state,,1922,https://www.metmuseum.org/art/collection/search/751273,,
"Antoine Laurent Lavoisier (1743–1794) and Marie Anne Lavoisier (Marie Anne Pierrette Paulze, 1758–1836)",Jacques Louis David,Oil on canvas,,1977,https://www.metmuseum.org/art/collection/search/436106,"[{'term': 'Couples', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379217', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q219160'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Scientists', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025788', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q901'}, {'term': 'Chemistry', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300054537', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2329'}]",https://www.wikidata.org/wiki/Q613928
Ancestral Women at Yunala,Yukultji Napangati,Synthetic polymer paint on canvas,,2019,https://www.metmuseum.org/art/collection/search/823230,,https://www.wikidata.org/wiki/Q126119674
Crucifix,,Brass,Angola,1999,https://www.metmuseum.org/art/collection/search/318320,"[{'term': 'Cross', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300235443', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q40843'}, {'term': 'Crucifixion', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300404300', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3235597'}, {'term': 'Christ', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000087', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q642420'}]",
Lightning and the Rock,Nonggirrnga Marawili,Earth pigments on bark,Australia,2019,https://www.metmuseum.org/art/collection/search/822572,,https://www.wikidata.org/wiki/Q96756934
Lightning and the Rock,Nonggirrnga Marawili,Earth pigments on bark,Australia,2019,https://www.metmuseum.org/art/collection/search/822575,,https://www.wikidata.org/wiki/Q96756937
Lightning and the Rock,Nonggirrnga Marawili,Earth pigments on bark,Australia,2019,https://www.metmuseum.org/art/collection/search/822573,,https://www.wikidata.org/wiki/Q96756935
Lightning and the Rock,Nonggirrnga Marawili,Earth pigments on bark,,2019,https://www.metmuseum.org/art/collection/search/822574,,https://www.wikidata.org/wiki/Q96756936
Accident Investigation Site,Miles Coolidge,Chromogenic print,,2006,https://www.metmuseum.org/art/collection/search/287286,,
Photograph of windows,Louis C. Tiffany,Photograph,United States,1967,https://www.metmuseum.org/art/collection/search/17308,,
New Classic of Mountains and Seas I,Qiu Anxiong,Portfolio of twelve woodblock prints; ink on paper,,2013,https://www.metmuseum.org/art/collection/search/78470,"[{'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}, {'term': 'Cows', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250120', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q830'}, {'term': 'Mountains', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008795', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8502'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]",
Nose Ornament with Spiders,,Gold,Peru,1979,https://www.metmuseum.org/art/collection/search/313364,"[{'term': 'Spiders', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300249715', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q1357'}]",
Lacquered Pen Box  (Qalamdan),Manohar,"Papier-maché; painted, gilded, and lacquered",,2002,https://www.metmuseum.org/art/collection/search/454353,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Deer', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250308', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q685795'}]",
A Boy with a Cat—Morning,Thomas Gainsborough,Oil on canvas,,1889,https://www.metmuseum.org/art/collection/search/436433,"[{'term': 'Boys', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300247598', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3010'}, {'term': 'Cats', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300265960', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q146'}]",https://www.wikidata.org/wiki/Q19905061
Carpet,,"Silk (warp and weft), wool (pile), metal wrapped thread; asymmetricaly knotted thread, brocaded",Iran,1917,https://www.metmuseum.org/art/collection/search/446951,"[{'term': 'Arabic', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300387843', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q13955'}, {'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}]",
Textile with Musicians,,"Silk, gilt animal substrate around a silk core; lampas",Spain,1928,https://www.metmuseum.org/art/collection/search/448222,"[{'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Musicians', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025666', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q639669'}]",
John Gray (1731–1811) of Newholm,Sir Henry Raeburn,Oil on canvas,,1960,https://www.metmuseum.org/art/collection/search/437359,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}]",https://www.wikidata.org/wiki/Q19914238
"Artillery, Musician",Oliver H. Willard,Albumen silver print from glass negative with applied color,,2010,https://www.metmuseum.org/art/collection/search/291652,"[{'term': 'Army', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300137542', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q37726'}, {'term': 'Drums', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300041729', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q11404'}, {'term': 'Musicians', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025666', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q639669'}, {'term': 'American Civil War', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000030', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8676'}]",https://www.wikidata.org/wiki/Q97581144
"Ordnance, Private",Oliver H. Willard,Albumen silver print from glass negative with applied color,,2010,https://www.metmuseum.org/art/collection/search/291654,"[{'term': 'Army', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300137542', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q37726'}, {'term': 'Soldiers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300185678', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q4991371'}, {'term': 'Firearms', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300037148', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q12796'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}, {'term': 'Drums', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300041729', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q11404'}, {'term': 'American Civil War', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000030', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8676'}]",https://www.wikidata.org/wiki/Q97581148
[Newhaven Fishermen],Hill and Adamson,Salted paper print from paper negative,,1946,https://www.metmuseum.org/art/collection/search/268933,,
"Studio d'Arts Décoratifs, 3e Série, Pl. 5, Six Dessins à tons très soutenus",Nicolas Sorokine,"Pochoir, commercial photo process, hand-colored",France,1991,https://www.metmuseum.org/art/collection/search/727762,,
Anthropomorphic Bead,,Gold (cast),Colombia,1974,https://www.metmuseum.org/art/collection/search/309972,"[{'term': 'Faces', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300251798', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q37017'}]",
Pair of Ear Ornaments,,Gold,Colombia,2008,https://www.metmuseum.org/art/collection/search/320324,,
"Artillery, Quartermaster Sergeant",Oliver H. Willard,Albumen silver print from glass negative with applied color,,2010,https://www.metmuseum.org/art/collection/search/291651,"[{'term': 'Army', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300137542', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q37726'}, {'term': 'Soldiers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300185678', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q4991371'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}, {'term': 'American Civil War', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000030', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8676'}]",https://www.wikidata.org/wiki/Q97581143
"Fatigue, Marching Order",Oliver H. Willard,Albumen silver print from glass negative with applied color,,2010,https://www.metmuseum.org/art/collection/search/291655,"[{'term': 'Army', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300137542', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q37726'}, {'term': 'Soldiers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300185678', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q4991371'}, {'term': 'Firearms', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300037148', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q12796'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}, {'term': 'American Civil War', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000030', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8676'}]",https://www.wikidata.org/wiki/Q97581149
"Light Artillery, Sergeant Major",Oliver H. Willard,Albumen silver print from glass negative with applied color,,2010,https://www.metmuseum.org/art/collection/search/291653,"[{'term': 'Army', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300137542', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q37726'}, {'term': 'Soldiers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300185678', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q4991371'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'American Civil War', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000030', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8676'}]",https://www.wikidata.org/wiki/Q97581147
Hamilton's Floating Battery Moored at the End of Sullivan's Island the Night Before They Opened Fire upon Fort Sumter,Alma A. Pelot,Albumen silver print from glass negative,,2005,https://www.metmuseum.org/art/collection/search/302667,"[{'term': 'American Civil War', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000030', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8676'}]",https://www.wikidata.org/wiki/Q97581413
Chamber Organ,,"Wood, various materials",United States,1989,https://www.metmuseum.org/art/collection/search/504608,,
"The Famous Battle Between Thomas Johnson and Michael Ryan, February 11, 1789",Thomas Rowlandson,Hand-colored etching,,1959,https://www.metmuseum.org/art/collection/search/786189,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Spectators', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300189768', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q63443976'}, {'term': 'Boxing', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300374825', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q32112'}, {'term': 'Athletes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300236025', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2066131'}]",
Cottage Door,Hill and Adamson,Salted paper print from paper negative,,2005,https://www.metmuseum.org/art/collection/search/283073,,
Ode on Returning Home,Qian Xuan,"Handscroll; ink, color, and gold on paper",,1913,https://www.metmuseum.org/art/collection/search/40311,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Boats', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300178749', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q35872'}, {'term': 'Landscapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132294', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q191163'}]",https://www.wikidata.org/wiki/Q78861096
Portrait of a Woman,Netherlandish Painter,Oil on wood,,1969,https://www.metmuseum.org/art/collection/search/437207,"[{'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}]",https://www.wikidata.org/wiki/Q19912656
Chamber Organ,George Clisbee,"Wood, various materials",United States,1949,https://www.metmuseum.org/art/collection/search/503042,,
Le Vrai et le Faux Chic,Georges Goursat [Sem],plates: color lithographs,,1962,https://www.metmuseum.org/art/collection/search/368003,,
Blood Will Tell,Currier & Ives,Hand-colored lithograph with gum arabic,,1963,https://www.metmuseum.org/art/collection/search/420674,,
Two men wrestling,Ferdinando Tacca,"Bronze, on later stone base",,1978,https://www.metmuseum.org/art/collection/search/206759,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}]",
Two women wrestling,Ferdinando Tacca,"Bronze, on later stone base",,1978,https://www.metmuseum.org/art/collection/search/206758,"[{'term': 'Female Nudes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300189568', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q40446'}]",
"Page from Kelley's Weekly Bulletin advertising the Our Navy series (D62), issued by the Kelley Baking Company",Kelley Baking Company,Commercial color lithograph,,1963,https://www.metmuseum.org/art/collection/search/684855,,
Hercules and Cacus (?),,Bronze,,1941,https://www.metmuseum.org/art/collection/search/198799,"[{'term': 'Hercules', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000042', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q122248'}]",
Martin Luther (1483–1546),Lucas Cranach the Elder,Oil on wood,,1955,https://www.metmuseum.org/art/collection/search/436047,"[{'term': 'Martin Luther', 'AAT_URL': 'http://vocab.getty.edu/page/ulan/500321766', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9554'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}]",https://www.wikidata.org/wiki/Q19911719
Side Chair (one of a pair),Thomas Chippendale,Mahogany; tent stitch embroidery on canvas,,1964,https://www.metmuseum.org/art/collection/search/837980,,
Side chair (one of a pair),Thomas Chippendale,Mahogany; tent stitch embroidery on canvas,,1964,https://www.metmuseum.org/art/collection/search/203749,,
Adam and Eve in the Garden of Eden and Genesis Scenes [School piece or Penmanship sheet],Edward Langley,Etching and engraving with pen and ink,,1967,https://www.metmuseum.org/art/collection/search/888338,,
Seated Faun,"Andrea Briosco, called Riccio",Bronze,,1964,https://www.metmuseum.org/art/collection/search/203915,"[{'term': 'Male Nudes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300189568', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q40446'}]",
Portrait of a Young Woman,Jean Antoine Laurent,Ivory,,1925,https://www.metmuseum.org/art/collection/search/436848,"[{'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}]",https://www.wikidata.org/wiki/Q19913816
The Vestal,Sir Joshua Reynolds,Stipple engraving; third state,,1924,https://www.metmuseum.org/art/collection/search/362751,,
"Clipper Ship ""Comet"" of New York in a Hurricane off Bermuda on her Voyage from New York to San Francisco, October 1852",Charles Parsons,Hand-colored lithograph,,1951,https://www.metmuseum.org/art/collection/search/761306,,
